,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
103,Associate Data Scientist I,-1,"Role Proficiency:
Develop data-driven solutions for difficult business challenges. Utilizing analytical statistical and programming skills to collect analyze and interpret large data sets with supervision.

Outcomes:
Work with stakeholders throughout the organization to identify opportunities for leveraging data from our customers to create models that can generate business insights
Build predictive models and machine learning algorithms to analyse large amounts of information to discover trends and patterns.



































Additional Comments:",4.0,"UST
4.0",Bangalore,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
104,Data Scientist - New Grad - India UHR,-1,"Job Description – Data Scientist
In Cisco, we have an outstanding opportunity where we actually get to use the technology we build!

We are Innovators
We drive innovation to propel business transformation while maintaining operational quality.

We are Accelerators
We accelerate digital solutions to generate cost savings and efficiency gains for enterprise growth and success.

We are Transformers
In Supply Chain Operations we have an opportunity and the responsibility to enable Cisco's business now and prepare for the future. Our vision and strategy continue to emphasize the importance of providing our customers an unrivaled customer experience by delivering a flexible, innovative and scalable supply chain while continuing to build upon our strong operational foundation. Cisco is also committed to social and environmental responsibility in our supply chain. We work with our suppliers to maintain a sustainable supply chain that meets our standards for ethics, labor practices, health and safety, and the environment.",4.4,"Cisco Systems
4.4",Bangalore,10000+ Employees,1984,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
105,Data Science Intern,Employer Provided Salary:₹10T,"Research and develop statistical learning models for data analysis
Collaborate with product management and engineering departments to understand company needs and devise possible solutions
Keep up-to-date with latest technology trends
Communicate results and ideas to key decision makers
Implement new statistical or other mathematical methodologies as needed for specific models or analysis
Optimize joint development efforts through appropriate database use and project design
effective python user
contact : 8149424263
rutuja",-1,inorbivict healthcare india pvt ltd,Pune,-1,-1,-1,-1,-1,-1
106,Technical Officer (Epidemiology and Data Science),-1,"Grade: P3
Contractual Arrangement: Temporary appointment under Staff Rule 420.4
Contract Duration (Years, Months, Days): One Year
Job Posting: Nov 10, 2022, 3:32:06 AM
Closing Date: Dec 1, 2022, 4:59:00 PM
Primary Location: India-New Delhi
Organization: SE/WHE WHO Health Emergencies Programme (WHE)
Schedule: Full-time

IMPORTANT NOTICE: Please note that the deadline for receipt of applications indicated above reflects your personal device's system settings.",4.0,"World Health Organization
4.0",New Delhi,1001 to 5000 Employees,1948,Non-profit Organisation,Healthcare Services & Hospitals,Healthcare,$2 to $5 billion (USD)
107,Data Scientist,Employer Provided Salary:₹15T - ₹30T,"Edureka Learning Center, Satellite, Ahmedabad
Looking for python, tensorflow, Keras, tableau Training Course Faculty
4 months batch / 2 Hours Daily
Hourly Pay / Monthly Pay / Per batch Pay
Learning Course Material is online
Faculty required for Query /Doubt solution / Fundamentals Clarity
Part time / Hourly / Full Time all options available
Job Types: Full-time, Part-time",-1,Edureka Learning Center -Ahmedabad,Ahmedabad,-1,-1,-1,-1,-1,-1
108,Data Scientist,-1,"Data Scientist
Preferable Location(s): Mumbai, India | Bengaluru, India
Work Type: Full Time

| Data Science Team | Full-time
Netcore empowers modern marketers to map their customer journey to deliver exceptional 1:1 Customer Experience. Netcore’s Cloud-based omni-channel, marketing automation solution offers Marketers an engagement platform), communication channels and consultative services to help nurture, cross-sell/Up-sell & engage for higher ROI.
Also, Our AI engine of makes e-commerce business personalised for each customer in a matter of a few clicks with the world's most sophisticated algorithms crunching terabytes of data on powerful compute engines. Its ever-learning algorithms find hidden patterns in data to identify the most personalized and relevant products for each customer, based on the probability to click or buy.",3.6,"Netcore Cloud
3.6",Remote,501 to 1000 Employees,1998,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
109,EY - GDS Consulting - Data Scientist - Intern,-1,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

_________
Position: Intern
Service Line: Consulting
Education: B.Tech/M.Tech/MBA/Masters in relevant discipline",-1,"EY
3.9",Gurgaon,Unknown,Unknown,Unknown / Non-Applicable,-1,-1,-1
110,Machine Learning - CONSULTANT,₹34L - ₹52L (Glassdoor Est.),"Publish Date:
Nov 11, 2022

Location:
Pune, Maharashtra, IN, 411045

Company:
Atos

About Atos

Atos is a global leader in digital transformation with 107,000 employees and annual revenue of over € 11 billion. European number one in cybersecurity, cloud and high performance computing, the Group provides tailored end-to-end solutions for all industries in 71 countries. A pioneer in decarbonization services and products, Atos is committed to a secure and decarbonized digital for its clients. Atos is a SE (Societas Europaea), listed on Euronext Paris and included in the CAC 40 ESG and Next 20 Paris Stock indexes.

The purpose of Atos is to help design the future of the information space. Its expertise and services support the development of knowledge, education, and research in a multicultural approach and contribute to the development of scientific and technological excellence. Across the world, the Group enables its customers and employees, and members of societies at large to live, work and develop sustainably, in a safe and secure information space.

Description - Machine Learning Engineer who has worked on building and deploying machine learning solutions at scale and the person should have hands-on experience in writing effective and scalable python code.

Role & Responsibilities –

Responsible for designing , implementation, optimization of end to end AI/ML usecases

Responsible for industrialization of the ML Models with all the best practices.

Develop and deploy architectures through product engineering and existing model deployment tools.

Establish and implement engineering excellence guidelines for the team.

Hands-on development on Machine Learning code and collaborate with Data Scientists to optimize ML models for high throughput and low-latency use cases

Work in microservices architecture implementation.

Work with our AI platform and feature teams to help them successfully integrate the python codes and ML models

Build tools and automation to improve systems availability, reliability, performance, monitoring and scalability.

Integrate ML model training, inferencing into Data pipelines.


Excellent hands on coding skills on Python and basics of Pyspark.

Experience in Azure data lake, Blob storage, SQL or any database etc.

Knowledge about Azure Kubernetes Services would be added advantage

Good to have knowledge in creating the RESTful services in python using Flask/Django or any similar framework

Knowledge source code management tools (git)

Always ready to learn more and adopt new cutting edge technology with right value proposition.

Desired Candidate Profile

Work Experience - 5 to 8 Years

Work Location - Pune

Must Have - Machine Learning & Python

Engineering or similar quantitative field

Here at Atos, we want all of our employees to feel valued, appreciated, and free to be who they are at work. Our employee lifecycle processes are designed to prevent discrimination against our people regardless of gender identity or expression, sexual orientation, religion, ethnicity, age, neurodiversity, disability status, citizenship, or any other aspect which makes them unique. Across the globe, we have created a variety of programs to embed our Atos culture of inclusivity, and work hard to ensure that all of our employees have an equal opportunity to contribute and feel that they are exactly where they belong.",3.7,"Atos
3.7",Pune,10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
111,Data Scientist,₹3L - ₹11L (Glassdoor Est.),"Location: Asia Pacific, India, Bangalore
Ref: DETECTIONAPAC00945
Division: Smiths Detection
Job Function: Research Development
About Us
SMITHS DETECTION MAKING THE WORLD A SAFER PLACE
Every minute of every day, in nearly every country across the globe, Smiths Detection people and technology make the world a safer place. We safeguard people, business and infrastructure with the latest innovations and screening technology for aviation, ports, borders, defense, and security.",3.5,"Smiths Group
3.5",Bangalore,51 to 200 Employees,2000,Company - Private,Restaurants & Cafes,Restaurants & Food Service,Unknown / Non-Applicable
112,Data Scientist,₹7L - ₹15L (Glassdoor Est.),"Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development.
Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.",4.1,"IBM
4.1",Bangalore,10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
113,Forecasting Analyst/ Data Scientist,₹3L - ₹19L (Glassdoor Est.),"Job description
Roles and Responsibilities
The person will be the Point of Contact for forecasting and budget planning
Updates the forecast with monthly / weekly actual data and suggested improvements based on trend analysis
Refines forecasting scenarios and generates final forecast
Refines and capture data to be used as an input to the models
Designs and develops forecasting scenarios
Generate short term forecasts, incorporating business impacts",3.8,"Locus IT Services
3.8",Bangalore,51 to 200 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
114,Data Science Intern,-1,"Roles and Responsibilities
Advise C-suite and business leaders on a broad range of technology, strategy, and policy issues associated with AI
Work on functional design, process design (including scenario design, flow mapping), prototyping, testing, training, and defining support procedures, working with an advanced engineering team and executive leadership
Manage a team to conduct assessments of the AI and automation market and competitive landscape
Serve as liaison between stakeholders and project teams, delivering feedback and enabling them to make necessary changes to product performance or presentation",2.8,"Happymonk Technology
2.8",Bangalore,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
115,Data Science Trainer,Employer Provided Salary:₹12L,"Experience
Minimum 4+ Years of experience in machine learning & data analytics.
Expert knowledge in Python, Statistics, Machine Learning, Artificial Neural Networks, Convolutional Neural Networks, Recurrent Neural Networks, and NLP.
Very good knowledge of Django/Flask, SQL, and TABLEAU is preferable.
Deployment on AWS/GCP/Azure is preferable.
Real-Time experience of working on Data Science (ML, DL & NLP) Projects is mandatory.
Methodical and Aggressive learner.
Roles & Responsibilities:",-1,Innomatics Research Labs,Hyderābād,-1,-1,-1,-1,-1,-1
116,Data Scientist,-1,"We are currently looking for Python Developer + Data Science with 2+ years of work experience with good communication and strong technical skills.
Designation: Software Engineer Role
Skills Required:
Sound grip on Python Basics and fundamentals
Basic level understanding on Database CRUD operation via Python
Sound understanding in Data Analysis and developing Machine Learning Algorithms
Familiar with DNN / NLP / SOTA Models
Familiar with Scraping via python",4.0,"Infiniti Research
4.0",Bangalore,501 to 1000 Employees,2003,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
117,Deputy Manager_Assistant Lead_Data Science_GBIS-PUNe,₹6L - ₹8L (Glassdoor Est.),"Description
The Big Data Analyst assists in proving actionable insights through analyses of large structured and unstructured datasets from unrelated sources. They ensure the delivery of future predictions based on previous data patterns to provide solutions to business problems and requirements.The Big Data Analyst assists business decisions using data science and statistical analysis through the wide ranges of data available to them, ensuring scalability in order to deliver the Big Data strategy and achieve business objectives.Typically reports to the Big Data Analytics Manager.
Demonstrates deep understanding of modelling techniques, algorithms and being able to tune, modify and implement changes to address different business questions;
Provides deep technical analytical and data expertise to the business and other Data Scientists, using a wide variety of available data, to solve complex business problems;",4.0,"Vodafone
4.0",Pune,10000+ Employees,1982,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
118,Data Science,₹4L - ₹14L (Glassdoor Est.),"Responsibilities
• Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning & validation • Present findings to business users & project management teams • Propose ML based solution approaches & estimates for new use cases • Contribute to AI based modules in Infosys solutions development • Explore new advances in AI continuously and execute PoCs • Mentoring – guide junior team members & evangelize AI in organization
Additional Responsibilities:
• Good verbal & written communication skills – articulate value of AI to business, project managers & other team members • Ability to break complex problem into smaller problems and create hypothesis • Innovation and experimentation
Technical and Professional Requirements:
• Programming: Python, R, SQL • ML algorithms: o Statistical ML algorithms o Deep Neural Network architectures o Model ensembling o Generative AI models o ML for Responsible AI • AI domains - NLP, speech, computer vision, structured data • Learning patterns – supervised, unsupervised, reinforcement learning • Tools for data analysis, auto ML, model deployment & scaling • Knowledge of datasets, pre-built models available in open community and 3rd party providers • Knowledge of software development & architectures • Knowledge of hyperscalers & their AI capabilities – Azure, AWS, GCP
Preferred Skills:
Python,Artificial Intelligence->Python ML,Machine Learning->Data Science,Artificial Intelligence->NLP Deep Learning Algorithms,Bigdata->Pyspark
Educational Requirements
Bachelor of Engineering",3.9,"Infosys Limited
3.9",Bangalore,10000+ Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
119,NLP Research Intern,Employer Provided Salary:₹15T - ₹20T,"As a member of the NLP Research group, you will work on challenging research problems that have a concrete impact on exciting real-world applications.
Looking for candidates with
- strong mathematical background in natural language processing
- knowledge of python, pandas, BERT, LSTM
- build and train neural networks
- able to work independently
Job Types: Full-time, Regular / Permanent",-1,Santa Fe Research Pvt Ltd,Chennai,-1,-1,-1,-1,-1,-1
120,Analytics Consultant,-1,"About Wells Fargo

Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $2.0 trillion in assets. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,500 locations, 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 42 countries and territories to support customers who conduct business in the global economy. With approximately 273,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 25 on Fortune's 2017 rankings of America's largest corporations. Wells Fargo's vision is to satisfy our customers' financial needs and help them succeed financially. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories .

About Enterprise Global Services

Enterprise Global Services (EGS) enables global talent capabilities for Wells Fargo Bank NA., by supporting over half of Wells Fargo's business lines and staff functions across Technology, Business Services, Risk Services and Product, Analytics and Modeling (PAM). EGS operates in Hyderabad, Bengaluru and Chennai in India and in Manila, Philippines. Learn more about EGS at our International Careers website



Product, Analytics and Modeling (PAM) brings a team member-based approach to the international talent pool focusing on analytical requirements. PAM encompasses roles that deliver meaningful insights, analysis and reporting based on skills, experience and judgment to support the Enterprise Analytics and Data Science (EADS) organization operate successfully today, and continue on the right trajectory to operate successfully in the future.



Analytics Consultant 2 is a business partner facing role and is responsible for providing reporting and analytic solutions that provide actionable insights to the line of business partners.

EADS is the central analytics group tasked with solving high-impact business challenges and standing up cutting-edge analytical capabilities to be shared across Wells Fargo's analytic community.

We are looking for a high performer to join our team and help us solve challenging and interesting business problems through rigorous data analysis and visualization. In this highly consultative and visible role, you will support business intelligence projects from multiple business lines using various technology and techniques ranging from but not limited to Python, SAS, Tableau, Power BI, Microstrategy and in multiple data environments (like Teradata, Aster, Oracle etc.)



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
121,Data Scientist,-1,"ICON plc is a world-leading healthcare intelligence and clinical research organisation. From molecule to medicine, we advance clinical research providing outsourced services to pharmaceutical, biotechnology, medical device and government and public health organisations.
With our patients at the centre of all that we do, we help to accelerate the development of drugs and devices that save lives and improve quality of life.
Our people are our greatest strength, are at the core of our culture, and the driving force behind our success. ICON people have a mission to succeed and a passion that ensures what we do, we do well.

As a Data Scientist I you will be responsible for developing business requirements with project managers and analytic leads and other clinical staff to create industry decision support solutions, including clinical trial tokenization (CTT) analytics, that are used in the course of study conduct by the enterprise teams and our sponsor clients.







Benefits of Working in ICON:
Our success depends on the knowledge, capabilities and quality of our people. That’s why we are committed to developing our employees in a continuous learning culture - one where we challenge you with engaging work and where every experience adds to your professional development.

At ICON, our focus is to provide you with a comprehensive and competitive total reward package that comprises, not only an excellent level of base pay, but also a wide range of variable pay and recognition programs. In addition, our best in class employee benefits, supportive policies and wellbeing initiatives are tailored to support you and your family at all stages of your career - both now, and into the future.

ICON, including subsidiaries, is an equal opportunity and inclusive employer and is committed to providing a workplace free of discrimination and harassment. All qualified applicants will receive equal consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

If, because of a medical condition or disability, you need a reasonable accommodation for any part of the application process, or in order to perform the essential functions of a position, please let us know through the form below.

#LI-GN1 #LI-Remote",-1,ICON - APAC,India,Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
122,Data Scientist,₹6L - ₹18L (Glassdoor Est.),"Introduction
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run today - planes and trains take off on time, bank transactions complete in the blink of an eye and the world remains safe because of the work our software developers do. Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide. At IBM, you will use the latest software development tools, techniques and approaches and work with leading minds in the industry to build solutions you can be proud of.

Your Role and Responsibilities
We are looking for Software Developers responsible for the development, design and implementation of Enterprise Software Applications for IBM. Typically sitting within the engineering team, a Software Developer will be involved in liaising with the Business Analysts, Offering managers and Delivery Managers to ensure software projects meet requirements. We use a number of open source tools and technologies in the development of our applications that are deployed on public cloud.
Who are you:
As Build Labs Team Data Scientist, you will support the creation of cloud applications that work smarter and more effectively by infusing data science workflows to extract business insights from data. These insights will drive increased value – for many of the biggest and most complex ISV partner applications. You will work with a team of engineers with expertise in industry-leading Cloud platforms and technologies to implement these transformations.

To succeed, you will become a trusted collaborator with ISV partner developers and data scientists as they move their technologies and offerings to IBM software solutions across multi-cloud platforms. You will have an opportunity to consult and provide guidance to ISV partners as they integrate their products, services and offerings to IBM software solutions across multi-cloud platforms.
This role will interface with marketing, expert services, development, other IBM delivery organizations and business development leaders to ensure successful outcomes. Candidates must be comfortable working in a dynamic and rapidly evolving agile work environment.
This is an opportunity for you to help IBM and external partners succeed in growing cloud presence.

:",4.1,"IBM
4.1",Ahmedabad,10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
123,Senior Data Scientist,-1,"Job Description Summary
Personalization in healthcare has been identified as a key growth area for GE Healthcare (GEHC) and Advanced Technology Group will play a key role in developing targeted solutions that meets the goal of Precision Medicine. At GEHC, there are on-going, multi-disciplinary programs in digital and molecular pathology, tissue imaging, diagnostic imaging (MRI, CT, PET, Ultrasound), physiological monitoring (ECG, US, EEG, etc.) and informatics approaches to identify clinically relevant biosignatures. We believe that AI can quickly and more accurately identify signs of disease in medical images, like MRI, CT scans, ultrasound, and x-rays, and therefore allow faster diagnostics and positively impact the patient outcomes. Our teams are leading the AI effort in advancing the care pathway, such as improving the organization of treatment plans, analyzing data to provide better treatment plans, and monitoring treatments. AI will play a central role in this initiative with breakthroughs resulting in image interpretations, identifying imaging biomarkers for many applications including tissue characterization, analyzing physiological data for patient care solutions, and in many instances accelerating the clinical workflow so that healthcare costs are reduced.
We are looking to grow our team of Advanced Technology Group at GEHC in Bangalore. We are looking for top notch researchers at all career levels who want to be part of this exciting journey. As a group, we will:

GE Healthcare is a leading global medical technology and digital solutions innovator. Our mission is to improve lives in the moments that matter. Unlock your ambition, turn ideas into world-changing realities, and join an organization where every voice makes a difference, and every difference builds a healthier world.",4.3,"GE Healthcare
4.3",Bangalore,5001 to 10000 Employees,1892,Subsidiary or Business Segment,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
124,Global Medical Data Scientist,₹21L - ₹37L (Glassdoor Est.),"Site Name: Bengaluru Luxor North Tower
Posted Date: Nov 8 2022

Ready to help shape the future of healthcare?
Uniting science, technology, and talent to get ahead of disease together
GSK is a global biopharma company with a special purpose – to unite science, technology and talent to get ahead of disease together – so we can positively impact the health of billions of people and deliver stronger, more sustainable shareholder returns – as an organisation where people can thrive. Getting ahead means preventing disease as well as treating it, and we aim to impact the health of 2.5 billion people around the world in the next 10 years.
Our success absolutely depends on our people. While getting ahead of disease together is about our ambition for patients and shareholders, it’s also about making GSK a place where people can thrive. We want GSK to be a place where people feel inspired, encouraged and challenged to be the best they can be. A place where they can be themselves – feeling welcome, valued and included. Where they can keep growing and look after their wellbeing. So, if you share our ambition, join us at this exciting moment in our journey to get Ahead Together.",4.0,"GSK
4.0",Bangalore,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
125,Intern Bachelors Data Science,-1,"A Job posting does not exist for this global job code, please work with your HRG to develop oneA Job posting does not exist for this global job code, please work with your HRG to develop one
Additional Information
JOB ID: HRD903203
Category: Engineering
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Nonexempt",4.0,"Honeywell
4.0",Bangalore,10000+ Employees,1885,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
126,CCB- Data & Analytics- Data Scientist (Sales Science) - Associate,₹8L - ₹18L (Glassdoor Est.),"This role is a Associate position within the Chase Strategy and Capabilities Analytics function, which will specialize in analyzing the effectiveness of key front-line technology and emerging capabilities for the bankers and financial advisors in the over 5,000 Chase branches. The ideal candidate must be able to operate in a collaborative environment and will require you to engage with a variety of partners to socialize and move forward all Sales initiatives.
Responsibilities include:

Develop the goals and execution of strategic initiatives
Support partnership with key Stakeholders with strong understanding of underlying data
Research, develop and implement new methods of measuring and analyzing data sets and processes",3.8,"JPMorgan Chase Bank, N.A.
3.8",Bangalore,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
127,Machine learning intern,-1,"We are looking for ML/NLP interns to join our small team. Our product is based on analyzing conversations and NLP is at the heart of it. We are backed by a leading Venture Capital firm and well-known Angels.
Internship Period: 3 months+
Primary Job Responsibilities:
Analyzing private and public data sets and come up with models for solving business problems
Working with application engineers to integrate these models into the core application
Architect and implement computationally efficient strategies for production model deployments",-1,ClearFeed,Bangalore,-1,-1,-1,-1,-1,-1
128,Lead - Machine Learning,-1,"Software Engineering
Pune
We are especially looking for Lead - Machine Learning with a strong background in Analytics, Data mining, Machine Learning. Pattern Recognition and Natural Language Processing

Machine Learning Engineer will report to Director Engineering - Machine Learning & the roles & responsibilities are as below:
Work as the data strategist, identifying and integrating new datasets that can be leveraged through our product capabilities and work closely with the engineering team to strategize and execute the development of data products
Execute analytical experiments methodically to help solve various problems and make a true impact across various domains and industries
Identify relevant data sources and sets to mine for client business needs, and collect large structured and unstructured datasets and variables",4.9,"Zycus
4.9",Pune,1 to 50 Employees,2016,Private Practice / Firm,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
129,Data Scientist - New Grad - India UHR,-1,"Job Description – Data Scientist
In Cisco, we have an outstanding opportunity where we actually get to use the technology we build!

We are Innovators
We drive innovation to propel business transformation while maintaining operational quality.

We are Accelerators
We accelerate digital solutions to generate cost savings and efficiency gains for enterprise growth and success.

We are Transformers
In Supply Chain Operations we have an opportunity and the responsibility to enable Cisco's business now and prepare for the future. Our vision and strategy continue to emphasize the importance of providing our customers an unrivaled customer experience by delivering a flexible, innovative and scalable supply chain while continuing to build upon our strong operational foundation. Cisco is also committed to social and environmental responsibility in our supply chain. We work with our suppliers to maintain a sustainable supply chain that meets our standards for ethics, labor practices, health and safety, and the environment.",4.4,"Cisco Systems
4.4",Bangalore,10000+ Employees,1984,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
130,Data Science Associate- SQL & Python,-1,"The Data Scientist Associate is responsible for supporting the Auto Analytics team to conceptualize and implement end to end solutions for analytics output, data products, or strategic frameworks. This role ensures alignment of analytical solutions to business outcomes, and may also pulls in resources from supporting groups as necessary. This role is a mix of consulting (problem solving, client interaction) and project execution (leading the development and rollout of data/analytics driven products).

You'll make an impact by:
Helping Chase Auto and our internal clients define new solutions or strategies that leverage analytics and Big Data to drive superior customer experience and business performance
Develop, Plan and execute analytical projects as an individual contributor and in teams
Synthesize analytical findings for consumption by Auto Leadership team.



We're looking for highly-motivated individuals with the initiative and insight to develop innovative analytics solutions. The position offers an opportunity to:

Apply strategic and analytical skills to broad range of challenges faced by the enterprise

Basic Qualifications:

Bonus qualifications:",3.8,"JPMorgan Chase Bank, N.A.
3.8",Bangalore,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
131,Data Scientist,-1,"We are currently looking for Python Developer + Data Science with 2+ years of work experience with good communication and strong technical skills.
Designation: Software Engineer Role
Skills Required:
Sound grip on Python Basics and fundamentals
Basic level understanding on Database CRUD operation via Python
Sound understanding in Data Analysis and developing Machine Learning Algorithms
Familiar with DNN / NLP / SOTA Models
Familiar with Scraping via python",4.0,"Infiniti Research
4.0",Bangalore,501 to 1000 Employees,2003,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
132,Data Science Trainer,Employer Provided Salary:₹12L,"Experience
Minimum 4+ Years of experience in machine learning & data analytics.
Expert knowledge in Python, Statistics, Machine Learning, Artificial Neural Networks, Convolutional Neural Networks, Recurrent Neural Networks, and NLP.
Very good knowledge of Django/Flask, SQL, and TABLEAU is preferable.
Deployment on AWS/GCP/Azure is preferable.
Real-Time experience of working on Data Science (ML, DL & NLP) Projects is mandatory.
Methodical and Aggressive learner.
Roles & Responsibilities:",-1,Innomatics Research Labs,Hyderābād,-1,-1,-1,-1,-1,-1
133,Data Scientist,Employer Provided Salary:₹4L - ₹7L,"ASSOCIATE DATA SCIENTIST
JOB DESCRIPTION :
Job Role and Summary :
We are Leaz - looking for a Associate Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem- solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
A. Duties and Responsibilities :",-1,LEAZ EDUTECH OPC PVT LTD,New Delhi,-1,-1,-1,-1,-1,-1
134,Data Scientist,-1,"ASSOCIATE DATA SCIENTIST
JOB DESCRIPTION :
Job Role and Summary :
We are Leaz - looking for a Associate Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem- solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
A. Duties and Responsibilities :",-1,LEAZ EDUTECH OPC PVT LTD,New Delhi,-1,-1,-1,-1,-1,-1
135,Data Scientist,₹3L - ₹11L (Glassdoor Est.),"Location: Asia Pacific, India, Bangalore
Ref: DETECTIONAPAC00945
Division: Smiths Detection
Job Function: Research Development
About Us
SMITHS DETECTION MAKING THE WORLD A SAFER PLACE
Every minute of every day, in nearly every country across the globe, Smiths Detection people and technology make the world a safer place. We safeguard people, business and infrastructure with the latest innovations and screening technology for aviation, ports, borders, defense, and security.",3.5,"Smiths Group
3.5",Bangalore,51 to 200 Employees,2000,Company - Private,Restaurants & Cafes,Restaurants & Food Service,Unknown / Non-Applicable
136,Data Science Instructor,"Employer Provided Salary:₹1,153.85 - ₹1,384.62 Per Hour","Experience Required: 3-8 years of experience in Data Science/ Machine Learning
Contract Length: 10 Weeks+ Option to take up further batches
Payment: INR 1,00,000- 1,20,000 per batch (INR 1000-1200 per hour for 10 weeks approx)
Location: All training will be virtual using EdYoda Portal.
Class Timings: 7:30 pm - 9:30 PM (2 hours per day), Monday- Friday (5 days a week)",3.8,"EdYoda
3.8",Bangalore,51 to 200 Employees,2017,Company - Private,Education Support & Training Services,Education,$1 to $5 million (USD)
