,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
153,"Senior Data Scientist, AI CoE","₹8,94,104 /yr (est.)","WHAT YOU'LL DO
In a world where Data will be critical for BCG's success, BCG has founded a new cross-functional Agile team, the Global Data Tribe, to create first-class, foundational, enterprise-wide Data capabilities and products to enable better decision-making, generate new insights, attain operational excellence, and minimize firm risk across all BCG functions and teams
The Global Data Tribe is looking for a Sr. Data Scientist to drive development and depolyment of data science & AI driven use cases across BCG business. The individual will work with AI CoE & data tribe leadership to drive execution of data science use cases which helps in driving value for BCG functions. Individual will work closely with AI CoE data science leads & managers as well as with functional areas stakeholders to end to end own development, implementation, and maintenance of variety of data science use cases across BCG globally to realize value from data science & AI.
The ideal candidates will have a customer-centric mindset and enjoy working with cross-functional teams to design and deliver exceptional data science solutions. They will have 4-6 years of experience in providing analytics solutions to solve variety of real-life business problems and have delivered value to organizations using ML & AI. They should have strong data science technical capabilities coupled with good communication skills & business thinking.

Among your responsibilities, you will:",4.2,"Boston Consulting Group
4.2",New Delhi,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
154,"Data Science Instructor - Part-Time, Bloom Institute of Technology (BloomTech) (Remote) - $30,000/year USD","Size
201 to 500 Employees
Founded
2014
Type
Company - Private
Industry
HR Consulting
Sector
Human Resources & Staffing
Revenue
Unknown / Non-Applicable","Are you an expert data scientist? Are you ready to teach a new generation of data scientists and analysts? Join us at BloomTech!
Bloom Institute of Technology (BloomTech) is looking for part-time data science professionals to teach in an immersive, live, online classroom. You will set your schedule, choosing the weekly classes that work for your life.
You will focus on teaching our Data Engineering course. In this role, you'll instruct learners on how to interact and work with software engineers, derive insights from raw data using SQL, NoSQL, and other databases, and what the cloud is and how to deploy it during productization.
BloomTech is committed to the success of our students, to the extent that they don’t pay tuition until they secure a job. This unparalleled commitment to employability requires the best instructors to prepare them.",3.3,"Crossover
3.3",Remote,201 to 500 Employees,2014,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
155,Big Data- Engineer - Hadoop/Pyspark,"₹9,26,209 /yr (est.)","You Lead the Way. We’ve Got Your Back.
At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. We back our colleagues with the support they need to thrive, professionally and personally. That’s why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually. You won’t just shape the world of software.",4.3,"Amex
4.3",Gurgaon,10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)
156,Data Scientist / Analyst,"₹3,32,716 /yr (est.)","Data Scientist / Analyst
If you are someone who always argues that data tells you everything and can speak numbers in your sleep, then you are it.
Requirements
Bachelor of Engineering in Computer Science, Math, Physics, Engineering, Statistics from Tier-1 college.
Development experience in SQL and any scripting language (Shell, Python, etc.)
Basic understanding of statistic and Experience manipulating large data sets through statistical software(ex R, Matlab etc).",3.2,"Adoro
3.2",Mumbai,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
157,Associate Data Scientist,"Size
501 to 1000 Employees
Founded
1846
Type
Unknown
Industry
Insurance Carriers
Sector
Insurance
Revenue
Unknown / Non-Applicable","Shape Your Future With Us
General Re Corporation, a subsidiary of Berkshire Hathaway Inc., is a holding company for global reinsurance and related operations, with more than 2,000 employees worldwide. It owns General Reinsurance Corporation and General Reinsurance AG, which conducts business as Gen Re.
Gen Re delivers reinsurance solutions to the Life/Health and Property/Casualty insurance industries. Represented in all major reinsurance markets through a network of more than 40 offices, we have earned superior financial strength ratings from each of the major rating agencies.
Our Life Global Underwriting & R&D is seeking to appoint a suitably qualified Associate Data Scientist to work in our Mumbai office.



If you want to shape your future with us, we look forward to receiving your application via our website Gen Re.",3.4,"Gen Re
3.4",India,501 to 1000 Employees,1846,Unknown,Insurance Carriers,Insurance,Unknown / Non-Applicable
158,Data Scientist/Data Story-Teller (HR Analytics),-1,"Profound information design and storyteller abilities, curious, resourceful, confident under pressure, and comfortable working in a fast-paced, growth oriented environment
Articulate findings clearly and concisely, and create data-driven content with unique narratives for target use cases, including through presentations, design solution, visualization
Comfortable with an iterative process to continuously improve data visualizations and design based on team feedback
Collaborate with team members, business teams, IT teams, and other stakeholders to review and refine user stories
Undertake pre-processing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",4.2,"AceNgage Infoservices
4.2",Bangalore,1 to 50 Employees,2007,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD)
159,Analyst - Data Science,"₹6,50,900 /yr (est.)","Job description
We expect you to work on complex, cross-functional analytical and research-oriented projects using advanced computational, machine learning and deep learning algorithms.
You will be responsible for developing proprietary algorithms for solving complex business problems while handling large amount of structured and unstructured data
You will be expected learn and use relevant knowledge of computer science fundamentals, distributed computing and machine learning to help build scalable analytical solutions
As a member of the Data Science team, You will need to leverage your expertise in advanced analytics and work closely with our technical team and core business teams for design and development of the analytical solutions",3.6,"Merilytics
3.6",Hyderābād,201 to 500 Employees,2012,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
160,AVP - Data Scientist,"₹6,41,349 /yr (est.)","Job Title: AVP - Data Scientist

Location: Pune

About Barclays
Barclays is a British universal bank. We are diversified by business, by different types of customers and clients, and by geography. Our businesses include consumer banking and payments operations around the world, as well as a top-tier, full service, global corporate and investment bank, all of which are supported by our service company which provides technology, operations and functional services across the Group.",4.0,"Barclays
4.0",Pune,10000+ Employees,1690,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
161,Director of Data Science,"₹5,29,150 /yr (est.)","Location:Noida, Uttar Pradesh, India
As a Director of Data Science you will develop problem statements and high quality quantitative models for business insight in the space of Banking, Capital Markets and Insurance.
Strong knowledge and skills in statistics, mathematics and computer science. Design and delivery of leading analytics solutions by applying your deep skills in above mentioned disciplines to solve priority issues and help improve performance using Advanced Analytics. Deep skills in R, SAS or Python, along with strong understanding of all key market leading Analytics techniques, frameworks, methodologies and tools.
Defines analytic strategies to meet the demands of business requirements
Defines the technical requirements of the analytic solutions",-1,Deal4loans,Noida,Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
162,DATA SCIENTISTS,"₹5,89,751 /yr (est.)","A consistent record of using product data to drive product, sales, and/or marketing teams to achieve ambitious goals and influencing outcomes.
The ability to clearly and effectively communicate the results of complex analysis to a broad audience
Expertise in at least one programming language for data analysis (e.g. Python, R).
Expertise in designing and testing experiments
Experience working with data technologies that allow effective storage and analysis of large amounts of data (e.g. Hadoop, Hive, Spark, Presto, S3, etc).
Demonstrated hands on experience developing and building learning models for data at scale
Solid understanding of data pipelining, extraction and cleanup",4.8,"IHX
4.8",Bangalore,1 to 50 Employees,2020,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
163,"Analyst, Data Science & Analytics","₹7,87,041 /yr (est.)","TransUnion's Job Applicant Privacy Notice
What We'll Bring:
Looking for a Data Analyst to join the HK team. Brief requirements as below

You’ll collaborate with cross-functional teams and external partners to work on data analysis, creating data pipelines, development of analytical solutions at HK.
You’ll foster a high performance culture and cultivate an environment that promotes excellence and reflects the TransUnion brand.
You’ll participate in projects involving the enhancement of existing analytical processes through optimisation and automation.
Analyst, Data Science and Analytics",4.0,"TransUnion
4.0",Pune,10000+ Employees,1968,Company - Public,Research & Development,Management & Consulting,$2 to $5 billion (USD)
164,Deputy Manager_Assistant Lead_Data Science_Pune,"₹5,71,648 /yr (est.)","Description
The Big Data Analyst assists in proving actionable insights through analyses of large structured and unstructured datasets from unrelated sources. They ensure the delivery of future predictions based on previous data patterns to provide solutions to business problems and requirements.The Big Data Analyst assists business decisions using data science and statistical analysis through the wide ranges of data available to them, ensuring scalability in order to deliver the Big Data strategy and achieve business objectives.Typically reports to the Big Data Analytics Manager.
Demonstrates deep understanding of modelling techniques, algorithms and being able to tune, modify and implement changes to address different business questions;
Provides deep technical analytical and data expertise to the business and other Data Scientists, using a wide variety of available data, to solve complex business problems;",4.0,"Vodafone
4.0",Pune,10000+ Employees,1982,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
165,Data scientist,-1,"jaipur
Job Country: India
Job Industry: Information Technology (IT) & Telecommunication
Job Profile: Data Scientist
Training Duration: Not Required
Number of Jobs Opening: 2
Salary: ( 1200000 - 2000000 Per Year)
Job Type: Full Time",5.0,"Aurawoo International
5.0",Remote,201 to 500 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
166,Data Scientists,"Size
1 to 50 Employees
Founded
2011
Type
Company - Private
Industry
Business Consulting
Sector
Management & Consulting
Revenue
Unknown / Non-Applicable","Location – New Delhi
Seeking Pro Bono Data Scientist to help in a social cause
We have users, we have multiple data points, but we do not know how to use that data optimally. We are seeking someone to provide us with insights into this process. Due credit would be given publicly. Your decision/data would be changing the lives of thousands of students. To understand our mission more, kindly refer to this link. Interested individuals can get in touch with us at contactus@dignitasdigital.com",4.3,"Dignitas Digital
4.3",New Delhi,1 to 50 Employees,2011,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
167,Aftersales Data Analytics - Data Engineer,"₹31,09,719 /yr (est.)","Aufgaben
Extensive experience on building Data Pipeline by scrapping data from Multiple Data Source (CSV, Excel, JSON etc).
Sound knowledge on building the Data Pipeline from scalability point of view by understanding the Application Landscape. Analyse structural requirements and builds data pipeline and models for analytics applications
Strong Knowledge and working experience on ETL concept. Proficiency in data warehousing design, tuning and ETL/ELT process development
Collect, collate data from disparate data sources such as RDBMS systems, logs, data files of various formats. Strong SQL and data model understanding is necessary.
Cleanse the data, treat and process data for correctness, uniformity, fitment for further analytical processing. Should work with the large and diverse volumes of enterprise datasets.",4.2,"Mercedes-Benz Research and Development India Private Limited
4.2",Bangalore,10000+ Employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
168,DATA SCIENTIST,"₹6,11,882 /yr (est.)","Role & Responsibilities
Design, develop, and deploy advanced analytical solutions for US based healthcare Industry.
Lead development of end-to-end streaming- and batch-data analytics pipelines. Scope includes data ingestion, processing, storage, analysis, machine learning, visualizations, and generation of predictive and prescriptive solutions.
Create automated systems for data error detection.
Support and guide business stakeholders by providing analysis to continuously improve platform offerings and drive decision-making.",-1,MAHIRA RESOURCES PRIVATE LIMITED,Hyderābād,Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
169,DATA SCIENTIST,-1,"Role & Responsibilities
Design, develop, and deploy advanced analytical solutions for US based healthcare Industry.
Lead development of end-to-end streaming- and batch-data analytics pipelines. Scope includes data ingestion, processing, storage, analysis, machine learning, visualizations, and generation of predictive and prescriptive solutions.
Create automated systems for data error detection.
Support and guide business stakeholders by providing analysis to continuously improve platform offerings and drive decision-making.",-1,MAHIRA RESOURCES PRIVATE LIMITED,Hyderābād,-1,-1,-1,-1,-1,-1
170,Data Analytics- Trainer,-1,"We are on the lookout for an expert Data Analytics- Trainer.
Growing your career as a Full Time Data Analytics- Trainer is an awesome opportunity to develop useful skills.
Job Description
The selected candidate will be responsible for upskilling relevant operation teams to enable them to build and maintain next generation ML platforms and infrastructure, lead initiatives focused on making data engineering & advanced analytics more productive, simplify the deployment cycles of ML models, and establish the best industrial practices for ML pipelines
In addition, the candidate should be able to:",-1,BRIGHT Computer Education,Vadodara,-1,-1,-1,-1,-1,-1
171,Senior Data Scientists,"₹4,09,878 /yr (est.)","We are always on the look-out for passionate and self-motivated people to join our small and growing team. Primary requirements are quantitative aptitude (BE/BTech, MTech or PhD in Engineering, Mathematics, Statistics or Physics), good academic background, and ability and interest in mathematical programming and data analysis.
At AlgoAnalytics our employees get the opportunity to learn predictive analytics and machine learning and its implementations in a variety of fascinating and challenging areas including Finance, Mathematics and Statistics and Computer Science. As a result, requirements will often change, and systems will need to adapt fast to these changing requirements. We are a growing start-up and work in a very dynamic setting. Our remuneration is fiercely performance based and on par or better than with Industry Standards.
AlgoAnalytics is looking for Senior Data Scientists who have passion ML/DL work. Minimum 3 years of experience in ML/DL is required. Proficiency in developing Deep Learning models from scratch will be an added advantage. The candidate is expected to contribute on multiple data science projects from technical as well delivery perspective.",3.9,"ALGOANALYTICS
3.9",Pune,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
172,Senior Data Scientist,"Size
501 to 1000 Employees
Founded
2006
Type
Company - Private
Industry
Business Consulting
Sector
Management & Consulting
Revenue
$25 to $50 million (USD)","About Us
SG Analytics (SGA), a Global Insights and Analytics company, focusses on ESG, Data Analytics, and Investment & Market research services. The company has presence in New York, San Francisco, Austin, Seattle, Toronto, London, Zurich, Pune, Bengaluru, and Hyderabad and growing consistently for the last few years.

SGA is a Great Place To Work (GPTW) certified company, and with its thriving work environment shaped by a growth mindset, abundant learning & collaboration opportunities, and a meritocracy-driven culture, SG Analytics has also been awarded regional best employer in 2016, 2018 & 2020.
Job Description",3.8,"SG Analytics
3.8",Pune,501 to 1000 Employees,2006,Company - Private,Business Consulting,Management & Consulting,$25 to $50 million (USD)
173,Data Analyst - KPI Evaluation for vision systems,"₹3,56,764 /yr (est.)","Aufgaben
Job ID: Data Analyst for KPI Evaluation and Data Analysis – Camera/Vision Systems

Data Scientist: The primary focus will be in applying advanced statistical analysis, and evaluating machine learning or deep learning models that will get integrated with safety relevant automotive features

Primary Responsibilities
1. Understand the data requirements to solve the problem and perform exhaustive exploratory analyses.
2. Test the performance of the models and deploy them into production by closely working with the data collection teams
3. Perform data cleansing using data processing and statistical software packages.
4. Perform data quality assessments and statistical testing to verify data quality and data integrity
5. Translate and visualize data into information and insights to discover trends and patterns for improving the Key Performance Indicators (KPIs)
6. Coordinate with different functional agile teams such as data engineering Algorithm development and software development teams to build a pipeline that publishes KPI reports for every release of the Deep Learning models with related changes in Training and Meta Data

Qualified candidates will have:
0. Bachelor's/Master's degree or equivalent experience in quantitative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
1. 5+ years of hands-on experience in data analysis and predictive analytics with machine learning/predictive modeling techniques
2. Experience in modern ML Ops practices
3. Experience in data mining for large volumes of data, extracting insights and building prediction and system optimization models.
4. Comprehensive statistical knowledge (regression/classification models, design of experiments, statistical testing etc.) and experience applying it to real-world projects.
5. Experience combining analytic methods with advanced data visualizations using, Tableau, etc.
6. Strong knowledge in the application of Machine Learning
7. Experience with common data science toolkits, such as SQL, Python with high proficiency in the use of OpenCV, opensource statistical and machine learning packages
(numpy, pandas, scikit-learn, stats tool etc.)



Mandatory Experience
0. Python (numpy, pandas, scikit-learn, stats tool etc.)
1. SQL
2. Data visualization ( Kibana , Tableau , Metabase , Power BI )

Any of the following qualifications is a plus
0. Deep Learning algorithms (Pyorch, TensorFlow or Equivalent framework), ideally demonstrated by relevant industrial experience.
1. Experience in deploying predictive or prescriptive data science solutions from any embedded electronic sensor data streams (such as Cameras,IoT sensors,wearables etc.)",4.2,"Mercedes-Benz Research and Development India Private Limited
4.2",Bangalore,10000+ Employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
174,"Data Scientist, Business and Marketing","Size
10000+ Employees
Founded
1998
Type
Company - Public
Industry
Internet & Web Services
Sector
Information Technology
Revenue
$10+ billion (USD)","Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Gurgaon, Haryana, India; Hyderabad, Telangana, India; Bangalore, Karnataka, India.
Minimum qualifications:
Bachelor's degree in Computer Science or equivalent practical experience.
8 years of experience in data science, data analysis, and/or a related field.
Experience working with web technologies (e.g., HTML, CSS, JavaScript, and HTTP).
Experience in customer-facing, translating technical concepts and solutions to non-technical and executive audiences.

Preferred qualifications:







Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",4.5,"Google
4.5",Bangalore,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
175,Data Scientist- Expert,-1,"Data Scientist- Expert
Experience – 2 to 4 years
Responsibilities
Building a data infrastructure to have a holistic view on the data ecosystem
Develops data clusters for programmatic audience marketing & responsible for data segmentation
The Data Scientist will work in a team to get the best out of data for our business, find unseen patterns and derive meaningful information for business decisions
Analyzing, compiling, cleaning, interpreting, joining and staging data",4.3,"Vaspp Technologies
4.3",India,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
176,Data Science/Data Analytics,-1,"PRIMARY RESPONSIBILITIES: -1. Responsible for designs and development of enterprise-wide Data Science/Data Analytics applications using Python and SQL.
2. Responsible for participating in all stages of the development life cycle including requirements analysis, design, development, testing, and implementation.
3. Coordinates with US software architects for overall design and standards
4. Coordinates with US business stakeholders to ensure requirements are being met
5. Should be adaptable to US time zone whenever required to have meetings with onshore counterparts.
6. Deep experience working on Agile teams and extensive familiarity with all Agile ceremonies.",-1,Intrics Solutions Pvt Ltd,Noida,-1,-1,-1,-1,-1,-1
177,Machine Learning Engineer,-1,"Job Responsibilities:
·Work with deep learning experts to design and implement networks optimized for GPU-accelerated inference
·Develop advanced inference engine techniques to enable real-time deployment of models
·Deploy productized networks to run efficiently on our hardware
·Develop tools for profiling, analyzing, and improving both training and inference performance
Experience:
A minimum of 2 years of relevant experience in a similar role",3.6,"Samsung Electro-Mechanics
3.6",Bangalore,1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD)
178,Data Scientist,"₹7,54,454 /yr (est.)","Building a Centre of Excellence for managing Fraud risks
A.P. Moller - Maersk A/S is an integrated container logistics company working to connect and simplify customers’ supply chains. As a global leader in container logistics services, the company employs approximately 95.000 people and operates in 130 countries. A With simple end-to-end offering of products and digital services, seamless customer engagement and a superior end-to-end delivery network, Maersk enables its customers to trade and grow by transporting goods anywhere - all over the world.
This complex scope of businesses brings with it various risks, key among them being the risk of Fraud. Towards this, Maersk has recently set up a Fraud Risk Management division focused on advising and assisting the various business units in its Group to minimise and manage the risk of Fraud.
As part of the Fraud Risk Management team, every day is an exciting new day with new challenges coming your way. Maersk gives you a real life opportunity to see what it means when it comes to handling the various facets of fraud risk management viz. Prevention, Detection and Investigation of frauds.",4.2,"Maersk
4.2",Pune,10000+ Employees,1928,Subsidiary or Business Segment,Marine Transportation,Transportation & Logistics,$10+ billion (USD)
179,Big Data Administrator,"₹9,88,439 /yr (est.)","V A L I A N C E
BIG DATA
ADMINISTRATOR
JOB DESCRIPTION
Copyright @ Va l iance Ana lytics Pvt Ltd
TECHNICAL AND PERSONAL SKILLSET
Excellent communication skills, both written &
oral.
Ability to learn new skills quickly, adjust to the
changing needs of the project.
You are highly enthusiastic about your work
Ability to multi-task, manage high-pressure
release scenarios occasionally
Hands-on experience with Hadoop deployment
/migration.",4.0,"Valiance Solutions
4.0",Noida,51 to 200 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
180,"Manager – Data Analytics & Scientific Computing @ L'Oreal, R&I, Mumbai","₹2,12,370 /yr (est.)","L'Oréal Research & Innovation might be exactly the place you have always been looking for !

For more than hundred years, L’Oréal believes that beauty needs Science. In a world now transformed by digital technology and the emergence of new scientific Domains, we are confident in our ability to turn these opportunities into major innovations, closely linked to the new consumer expectations all over the world. Science & Technology are allowing us to invent safe, trustable, sustainable & responsible beauty products and experiences that will change people’s lives.
L’Oréal R&I has continuously invested upstream in its research with a high level of ambition. Our 4000 L'Oréal R&I people are talented and highly skilled, located in major markets, working in a cooperative way, opened to the world.
India –",3.9,"L'Oreal
3.9",Mumbai,10000+ Employees,1909,Company - Private,Consumer Product Manufacturing,Manufacturing,$2 to $5 billion (USD)
181,Sr. Data Scientist,-1,"Our client Successful SA technology group is looking to hire a full-time remote Senior Data Scientist.
The Senior Data Scientist will actively lead the application of data science methods, which includes machine learning, deep learning, artificial intelligence and predictive analytics, required to meet the company’s business interests as well as that of their clients.
Relevant degree in Data Science, Statistics or equivalent quantitative field
Minimum 5+ years of experience
The ideal candidate would have knowledge in:
Machine learning",-1,Insourcedev Pvt Ltd,Remote,-1,-1,-1,-1,-1,-1
182,Senior Machine Learning Engineer,"Size
10000+ Employees
Founded
2009
Type
Company - Public
Industry
Internet & Web Services
Sector
Information Technology
Revenue
$10+ billion (USD)","About the Role

The Discovery is responsible for the end-to-end experience of the Feed and Search surfaces on the UberEats app. The group's mission is to build a reliable, scalable, and personalized platform to enable effortless discovery of food, groceries, pharmacy, and other verticals for consumers everywhere. As the world moves towards high adoption of delivery services, we believe that effortless discovery will be one of the biggest product differentiators in the years to come.

The group owns and operates business-critical backend services, search engines, knowledge graphs and several machine learning models, and hundreds of data pipelines that feed and monitor the models.

What the Candidate Will Need / Bonus Points


- Basic Qualifications -",4.4,"Uber
4.4",Hyderābād,10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
183,"Data Science Instructor - Part-Time, Bloom Institute of Technology (BloomTech) (Remote) - $30,000/year USD","Size
201 to 500 Employees
Founded
2014
Type
Company - Private
Industry
HR Consulting
Sector
Human Resources & Staffing
Revenue
Unknown / Non-Applicable","Are you an expert data scientist? Are you ready to teach a new generation of data scientists and analysts? Join us at BloomTech!
Bloom Institute of Technology (BloomTech) is looking for part-time data science professionals to teach in an immersive, live, online classroom. You will set your schedule, choosing the weekly classes that work for your life.
You will focus on teaching our Data Engineering course. In this role, you'll instruct learners on how to interact and work with software engineers, derive insights from raw data using SQL, NoSQL, and other databases, and what the cloud is and how to deploy it during productization.
BloomTech is committed to the success of our students, to the extent that they don’t pay tuition until they secure a job. This unparalleled commitment to employability requires the best instructors to prepare them.",3.3,"Crossover
3.3",Remote,201 to 500 Employees,2014,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
184,Data Science,"₹6,52,668 /yr (est.)","Responsibilities
Design and develop ML / NLP models for the project requirement
Deliver ownership to setup ML / NLP models with respect to tools, data and infrastructure as required
Work closely with Product Owner and Product architect right from ML based solution conceptualization till implementation in response to a client requirement
Thought leadership on building ML/NLP based solution based on client requirements
Lead the ML / NLP dialogue during the customer visits and other partner events
Required Skills & Competencies
Strong knowledge of machine learning / NLP algorithms– Information extraction, named entity recognition, text clustering, Knowledge Graph,text summarization, intent classification, word embeddings, vector space models; experience in developing models
Strong experience in NLP using Python; experience in developing microservices and web services
Understanding of data and data analysis; experience with large data sets
Thorough with pandas, scikit and numpy
4+ years of experience implementing and deploying machine learning and deep learning frameworks (Spark, TensorFlow, Keras, Caffe, etc.) through distribution cluster and application programming in cloud platforms including Azure, IBM, AWS and GCP.
Hands on experience Data Science / Big Data technology and architecture

4.00-13.00 Years",3.8,"Larsen & Toubro Infotech Limited
3.8",Mumbai,10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
185,Data Analytics Intern - 2023,"Size
1001 to 5000 Employees
Founded
1998
Type
Company - Private
Industry
Internet & Web Services
Sector
Information Technology
Revenue
$2 to $5 billion (USD)","Titan is an email platform for entrepreneurs, inventors, and creators, built by a team that cares deeply about productivity, creativity, and aesthetics. We are one of the first business email and calendar suites that helps you build deeper, more meaningful relationships with your customers.
Titan believes that customers deserve email that leverages technology to focus on what matters and intelligently deals with what does not. We believe that small businesses are better served by well-designed, cost-effective tools that solve for communication and knowledge than overbuilt, expensive ones.
Titan is founded and headed by Bhavin Turakhia, who has also been the Founder/Co-Founder of Directi, Radix and Zeta with 1000+ employees, millions of customers and a combined enterprise value of over $2 billion.
In 2021, Titan received a $30M investment from Automattic, parent company of Wordpress.com, valuing Titan at $300M.",4.2,"Directi
4.2",Mumbai,1001 to 5000 Employees,1998,Company - Private,Internet & Web Services,Information Technology,$2 to $5 billion (USD)
186,Data Analytics,-1,"We are Indias leading political consulting organization, dedicated to providing high quality professional support for political campaigns. In this capacity, we have been fortunate to be a part of the momentous election campaigns of 2014, 2019 and various other state elections. Our work includes envisioning and executing innovative electioneering campaigns, facilitating capacity building of grassroots cadre and shaping governance. We add professional aspects to the strengths of the scores of grassroots workers and ensure optimal electoral results.
We are a diverse group of dedicated individuals including former management consultants, lawyers, engineers, political theorists, public policy professionals and other people from varied sectors from premier institutes and corporates, with the unified objective of meaningfully contributing to the polity of the nation.
Data plays an important role in the work that we do here at Nation with Namo. We are looking for a data analyst who is keen on solving problems from first principles and provides insights and actionables to the team.",4.3,"Nation with NaMo
4.3",Delhi,201 to 500 Employees,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1
187,Data Scientist,"₹24,00,000 /yr (est.)","Looking for a hands-on and passionate Data-Scientist to design & build large-scale Predictive and Prescriptive solution(s) that are expected to provide meaningful pro-active business insights in Construction Tech Analytics software, thereby helping save $$$ to Oracle customers !
Key Competencies: Hands-on model building for Data Science, NLP & Computer Vision problems. The ideal candidate understands human behavior and knows what to look for in the data, and can work closely with the engineering and product management teams to solve complex problems with unique data, analysis, algorithms, and insights, and is expected to build and lead a team around these competencies. We are looking for the following Key skills and Educational Qualifications & Industry experience levels:
Role:





Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing, designing and debugging of software applications or operating systems.

Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. Leading contributor individually and as a team member, providing direction and mentoring to others. BS or MS degree or equivalent experience relevant to functional area. 7 years of software engineering or related experience.",3.9,"Oracle
3.9",Bangalore,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
188,Data Scientist,-1,"Responsibilities:
 Undertaking data collection, preprocessing and analysis
 Building models to address business problems
 Presenting information using data visualization techniques
 Identify valuable data sources and automate collection processes
 Undertake preprocessing of structured and unstructured data
 Analyze large amounts of information to discover trends and patterns
 Build predictive models and machine-learning algorithms",-1,TheHive,Remote,-1,-1,-1,-1,-1,-1
189,Data Science,"₹9,55,755 /yr (est.)","India
Corporate services, infrastructure and facilities
Group Functions
Job Reference #
229109BR
City
Mumbai
Job Type
Full Time",3.9,"UBS
3.9",Mumbai,10000+ Employees,1862,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
190,Data Scientists,"₹6,00,000 /yr (est.)","Position
Location
Qualification
Age Limit

Data Scientists

Mumbai

Degree in Engineering /Maths / Comp Science / Data Science Programme from a recognised institute

Upto 35 years",4.3,"CDSL
4.3",Mumbai,51 to 200 Employees,Government,National Services & Agencies,Government & Public Administration,$2 to $5 billion (USD),-1
191,Data Scientist,"₹10,13,471 /yr (est.)","Data Scientist

This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.
Job Description:

Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.
Marketing
Expert",4.3,"Hewlett Packard Enterprise
4.3",Bangalore,10000+ Employees,2015,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
